Genobysite,Genobysiteramp,Site,Species,Treatment,RampType,PAM,Replicate,Geno
5_Pavona_clavus_Floreana,5_Pavona_clavus_Floreana_Heat,Floreana,Pavona_clavus,31,Heat,0.545,B,5
5_Pavona_clavus_Floreana,5_Pavona_clavus_Floreana_Heat,Floreana,Pavona_clavus,31,Heat,0.545,B,5
5_Pocillopora_sp_Floreana,5_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,31,Heat,0.585,B,5
5_Pocillopora_sp_Floreana,5_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,31,Heat,0.585,B,5
6_Pocillopora_sp_Floreana,6_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,31,Heat,0.521,B,6
6_Pocillopora_sp_Floreana,6_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,31,Heat,0.521,B,6
5_Pavona_clavus_Floreana,5_Pavona_clavus_Floreana_Heat,Floreana,Pavona_clavus,31,Heat,0.546,B,5
5_Pavona_clavus_Floreana,5_Pavona_clavus_Floreana_Heat,Floreana,Pavona_clavus,31,Heat,0.546,B,5
3_Pocillopora_sp_Floreana,3_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,31,Heat,0.555,B,3
3_Pocillopora_sp_Floreana,3_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,31,Heat,0.555,B,3
7_Pocillopora_sp_Floreana,7_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,31,Heat,0.607,B,7
7_Pocillopora_sp_Floreana,7_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,31,Heat,0.607,B,7
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.499,A,2
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.499,A,2
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.566,A,8
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.566,A,8
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.581,A,1
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.581,A,1
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.508,A,5
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.508,A,5
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.617,A,4
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.617,A,4
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.594,A,6
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.594,A,6
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.599,A,7
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.599,A,7
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.488,A,6
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.488,A,6
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.627,A,2
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.627,A,2
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.572,A,4
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.572,A,4
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.576,A,1
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.576,A,1
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.508,A,7
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.508,A,7
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.489,A,3
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.489,A,3
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.604,A,3
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.604,A,3
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.625,A,8
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.625,A,8
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.549,A,5
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.549,A,5
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.601,A,6
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.601,A,6
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.625,A,3
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.625,A,3
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.495,A,2
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.495,A,2
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.595,A,1
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.595,A,1
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.551,A,7
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.551,A,7
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.554,A,4
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.554,A,4
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.531,A,6
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.531,A,6
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.547,A,3
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.547,A,3
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.589,A,7
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.589,A,7
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.491,A,4
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.491,A,4
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.6,A,8
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.6,A,8
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.538,A,5
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.538,A,5
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.553,A,8
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.553,A,8
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.553,A,5
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.553,A,5
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.48,A,1
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.48,A,1
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.614,A,2
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.614,A,2
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.389,A,4
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.389,A,4
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.59,A,2
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.59,A,2
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.51,A,8
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.51,A,8
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.546,A,5
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.546,A,5
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.331,A,3
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.331,A,3
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.533,A,5
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.533,A,5
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.408,A,4
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.408,A,4
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.477,A,2
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.477,A,2
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.504,A,6
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.504,A,6
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.52,A,6
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.52,A,6
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.548,A,1
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.548,A,1
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.547,A,7
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.547,A,7
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.571,A,1
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.571,A,1
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.561,A,8
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.561,A,8
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.532,A,3
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.532,A,3
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.501,A,7
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.501,A,7
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.429,A,5
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.429,A,5
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.443,A,1
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.443,A,1
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.261,A,6
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.261,A,6
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.256,A,3
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.256,A,3
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.482,A,7
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.482,A,7
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.294,A,4
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.294,A,4
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.463,A,7
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.463,A,7
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.466,A,2
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.466,A,2
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.445,A,3
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.445,A,3
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.363,A,5
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.363,A,5
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.179,A,8
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.179,A,8
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.469,A,1
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.469,A,1
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.478,A,6
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.478,A,6
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.377,A,2
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.377,A,2
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.493,A,4
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.493,A,4
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.51,A,8
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.51,A,8
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.548,B,4
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.548,B,4
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.645,B,4
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.645,B,4
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.442,B,1
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.442,B,1
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.537,B,8
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.537,B,8
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.53,B,2
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.53,B,2
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.59,B,8
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.59,B,8
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.537,B,6
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.537,B,6
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.522,B,3
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.522,B,3
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.552,B,7
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.552,B,7
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.606,B,3
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.606,B,3
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.564,B,6
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.564,B,6
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.574,B,7
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.574,B,7
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.584,B,1
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.584,B,1
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.622,B,2
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.622,B,2
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.536,B,5
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.536,B,5
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.571,B,5
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.571,B,5
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.491,B,8
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.491,B,8
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.469,B,3
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.469,B,3
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.524,B,4
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.524,B,4
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.44,B,2
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.44,B,2
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.608,B,1
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.608,B,1
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.545,B,3
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.545,B,3
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.555,B,6
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.555,B,6
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.496,B,1
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.496,B,1
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.543,B,4
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.543,B,4
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.558,B,5
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.558,B,5
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.597,B,5
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.597,B,5
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.519,B,2
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.519,B,2
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.604,B,7
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.604,B,7
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.538,B,7
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.538,B,7
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.48,B,6
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.48,B,6
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.55,B,8
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.55,B,8
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.499,B,8
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.499,B,8
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.498,B,2
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.498,B,2
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.581,B,6
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.581,B,6
